people_ID,infect_prob
5247,51.50942663
5922,52.06076957
18641,60.38929728
5951,66.6191952
18807,52.56407456
18293,61.36366464
18775,52.54318547
5601,52.57179812
5102,52.75288468
18464,52.15650514
17713,52.77508071
18557,52.68194891
18854,51.78343302
18401,52.6956246
18699,63.51547392
5706,62.14374432
5747,52.59820632
5496,51.74644949
18308,51.26567272
5345,58.94824896
18525,52.07061492
18258,65.25918144
6062,53.05337558
17921,51.24607572
5303,52.65837486
18592,52.55827003
5814,51.34082103
18805,52.69140412
5910,51.89439498
5201,52.24242055
5724,63.32118624
17693,52.33431937
5407,52.61231739
18617,52.62331424
18173,52.30748661
18875,52.27858626
5225,51.3704087
5858,51.9197028
5091,52.51040693
5254,52.60020809
18801,52.05143304
6009,52.29381051
18149,51.55680527
6105,51.6560641
5974,52.55361001
17967,64.4517648
5781,52.59408809
5834,52.54494123
17683,51.61844775
5338,52.1393151
18400,64.50448608
18633,51.65617306
6162,51.98676502
18598,51.95322572
5212,52.81661834
18731,50.70344528
18177,52.11848058
5232,51.59688251
5753,52.410482
5118,52.69965425
18055,63.96751008
18151,60.38246304
5572,52.46076849
18502,51.43695326
18178,51.78856995
6276,52.55759938
5226,63.35145216
18411,52.85855727
6134,51.37922818
5177,52.15794271
18031,51.84939779
17853,52.00596621
6171,51.92693044
5725,63.070272
6282,52.37709583
18762,51.49572924
17909,52.45108273
18357,51.57782727
5981,51.48620011
5862,52.46141761
18461,51.62232511
5275,51.75990521
6084,52.74458111
18403,51.7438673
17856,51.8819881
17723,52.43056811
6103,52.28053335
17897,51.38760999
6042,52.53668868
6219,62.71293888
5697,62.63776224
18636,65.20060224
5343,50.7797602
5994,52.21046606
5956,63.20402784
5666,52.83455241
18791,52.62231238
5686,52.31591147
6027,52.28507679
5751,52.46885028
18812,65.82447072
18688,52.14422253
18441,61.7668848
5508,51.33488882
5889,52.46474219
5843,51.98743731
5459,52.30244427
18141,51.50598342
18757,63.9587232
6313,52.7087964
6032,62.6699808
18475,52.59488469
17702,52.6318953
5815,51.54602821
18816,52.6401382
18589,51.80397717
17738,52.07513278
18553,52.15792694
5538,51.49092575
18472,52.38872672
5453,51.68778436
18026,51.40330782
18409,52.49221666
5444,51.33702151
17965,51.62629664
18541,51.37152839
5371,52.66006014
6051,51.36296087
18882,51.64713606
5108,51.60226702
6005,64.48007808
5380,52.17548101
6151,51.55175409
18195,52.15512123
17695,51.32066187
5101,52.41148198
5255,52.41307084
5579,51.61616408
18509,51.41899709
5257,52.38432601
6310,64.86377184
5431,52.49330767
17703,51.34278943
18316,52.69588058
5174,50.94911745
18337,50.87075594
18515,52.31191602
17993,62.68560192
6232,52.5538957
5339,51.64437141
5972,51.64654679
6097,50.88525831
5130,51.2895934
5934,52.30283594
17646,63.7829856
5803,51.29524655
18134,65.26992096
18301,51.87678948
18071,51.70965202
5973,51.34212646
17972,59.18842368
6212,64.7885952
17886,52.68903679
18584,52.12987159
18027,52.27984278
5093,52.28563393
5817,52.09015274
5519,51.40097707
18127,50.96426876
6144,51.99401388
5430,52.5567085
6179,51.45377466
5921,51.57934213
5788,51.41382243
17960,52.88065947
5682,52.47070683
5713,51.59813482
18735,51.15944036
18693,52.05374296
6256,51.17014875
18064,51.508476
18302,51.29071371
5620,51.25686327
18010,52.44529551
18647,51.11598113
5749,51.42120179
18286,51.23581432
5381,51.43533388
6012,51.03583995
18043,51.47382445
18845,51.53242666
17736,51.57594431
17919,51.42294672
5297,51.81562554
17651,51.19911637
5109,52.28544209
5756,51.05906831
17628,50.8060684
6237,52.18471272
18407,51.41130737
5157,52.2565416
17902,51.19820299
18650,51.52010508
5589,52.2309824
6010,51.46509514
18792,51.252447
17932,51.22446784
18568,51.31038444
17684,51.82580781
5573,51.11771824
17685,51.53415914
5948,57.74835168
5469,51.35769428
18736,60.04660896
17664,50.8031782
6319,61.02195264
5421,51.45938487
18648,52.03349193
18369,60.82278336
6065,52.10785424
18486,52.41628033
5259,51.37706634
18524,64.36584864
17774,51.41167483
5955,51.44944147
17701,51.38037415
6312,51.50690216
18094,51.89478401
17647,51.35087005
5515,62.75394432
18087,51.36923185
18278,51.39869859
18868,51.2873629
18764,51.23172225
5478,51.17418133
6091,51.66050015
18358,51.20846443
18570,62.49131424
17994,51.3067361
17931,51.24158005
18476,51.09603566
6314,50.9777558
5727,63.63751392
5879,58.65340032
6240,51.22701597
17663,50.94058463
18457,64.60407072
18562,51.36518855
17908,63.36414432
18183,50.99572331
5203,51.50275711
18658,51.60966637
18745,52.26587747
17889,51.34000711
5185,65.25429984
6161,51.46265459
5833,51.36768902
5348,52.21658763
6261,52.39960833
5841,51.21309833
5503,51.32674029
5187,52.21610201
18789,51.46275247
5674,51.5206441
18768,51.31296875
18430,51.61027087
5931,51.24792705
18787,58.91700672
5284,51.8862309
18544,51.4354788
18726,51.37790911
17907,51.27774476
17850,51.4517032
18073,50.86841941
5631,51.31580493
6190,51.4475998
5482,51.76032014
18865,51.48902468
18700,51.28720291
6234,57.10690944
5689,51.39316638
18585,52.29962293
17674,51.58788429
17875,66.68949024
5997,51.33061585
5405,51.29326151
18201,63.89721504
18575,50.67537814
5196,51.07739426
17709,51.59094697
5687,51.39168425
6284,63.77029344
6140,51.01442307
18352,51.14325404
17718,51.66686991
6247,51.24073785
18578,50.98256148
18135,51.11130302
6052,61.6936608
5132,51.40170544
5846,51.31507586
5138,60.95361024
5149,51.25181067
6321,51.35856225
18115,51.27989795
5688,51.14469703
5748,51.46082893
17793,51.28193275
5855,50.99157875
6305,50.6352106
18085,51.25926131
5404,67.15226592
5870,52.37668854
18866,51.30062181
5957,51.26899311
18138,51.27914854
6246,51.17494261
18643,51.06545657
6210,62.59480416
17843,51.49097181
18260,51.09899206
5667,62.38587168
18661,51.2346345
18319,51.2387514
5762,51.2209033
17727,51.2450362
18853,51.33707242
6251,51.80328022
18710,51.50913397
18809,63.94896
6067,51.11317951
6138,50.87360153
5374,51.27539086
18408,65.98165824
5331,51.27232433
5194,50.6390905
18692,51.7453575
18668,51.2080939
5296,50.73507199
5546,50.84600712
5442,50.68253616
5699,51.39737827
18255,58.87990656
5744,50.67224182
18169,61.28946432
18343,51.0712438
17626,50.9543624
17878,64.01827872
5474,51.03581193
18653,60.07882752
5137,50.73327382
5602,46.97541875
5907,46.44319276
5779,45.78691331
18180,45.34132925
18188,45.2510414
18207,66.82129344
5379,64.64995776
18106,49.23489468
5783,48.80110828
17890,49.03277938
5866,49.09874635
18012,49.86712186
17711,49.32528361
6133,49.37620965
6071,49.8387332
5857,49.53659331
18462,49.03347692
5116,64.1002896
6136,50.56168727
17704,62.8066656
5662,49.80642352
17690,50.88388024
6131,61.58236032
18288,49.47855297
18203,49.93409588
18110,62.22868416
17743,49.64913892
5207,49.85923445
5298,61.8889248
5328,50.04550512
18238,61.06686336
5426,64.77980832
6298,49.19692707
6106,49.08771549
5282,48.78816192
6178,65.75905728
18227,49.70042422
17631,49.84282634
5598,49.26741095
17820,49.39542378
18312,49.06113721
18716,49.36820289
18529,49.41103222
17925,49.42432042
18314,48.83245289
5859,49.73398365
6283,49.97266509
5562,50.04149009
5722,49.79228914
18059,49.05035667
5770,49.13501623
18181,63.99094176
17649,49.79764164
5828,49.4151132
5778,48.60858348
17772,50.44599935
18732,49.79570766
6073,49.47005099
18687,49.9634043
5395,49.84730974
6058,49.30806628
18579,51.90836312
18846,50.7611869
5265,49.68797955
17862,50.3437872
5237,64.2760272
17976,49.3299366
18267,63.12006432
6048,50.63581928
18237,50.8849633
18077,50.14620346
18299,50.74922454
5166,50.01287986
5824,50.52458808
5216,50.2266695
18788,50.3235195
6231,50.42385935
5178,50.21771026
18208,50.80315014
18376,50.37217079
5350,62.8603632
5903,50.21163648
18061,50.19957558
18821,49.51745872
18374,51.88739514
5392,50.58382309
17958,50.47833977
6315,50.42967197
5349,50.72314165
5227,50.03787071
5280,63.18550836
6303,65.79713376
6023,50.30560021
5581,50.19413622
18202,64.37561184
5970,50.18138005
18504,50.19153943
18047,50.2705996
5532,62.41809024
18588,50.65669196
6098,50.68445904
6189,51.79591972
17632,49.51626021
5359,50.31860778
18500,50.38935383
6293,49.78938902
5205,60.1803648
17915,50.22669505
17987,50.42892886
5517,50.04904593
5501,62.2794528
5764,50.31906388
18211,62.69731776
18487,67.09075776
17863,50.36511406
5191,50.11848415
6111,49.96487724
5769,52.72917936
18605,60.13447776
18038,50.16093036
5930,50.34178734
18072,50.28982444
6102,69.67702944
18020,50.205178
17665,50.05686931
17668,50.27327346
18705,49.91064954
17968,64.5249888
18212,50.10110384
5968,49.76858382
17938,50.42383128
6277,50.2152269
18536,50.35544966
18613,67.07416032
5766,50.21073544
18474,50.19637206
18297,61.679016
18753,50.03882246
18701,64.26919296
5835,50.44510366
18142,50.23840179
18838,49.72456367
17719,62.82326304
5890,50.0040648
5560,62.73539424
17658,50.21354765
18582,50.17283779
18300,50.54630725
18679,60.76713312
18365,50.3703698
18901,61.6887792
18414,50.3145922
18889,49.55940457
18257,50.01632152
18884,50.10485874
18873,49.71650635
5369,49.66678373
18698,50.10189258
5746,59.53404096
17844,59.27824512
18893,51.25383679
17867,50.04811771
17899,49.69077148
18546,49.70437313
18325,50.00988637
6220,49.60700957
18625,50.11982865
18053,50.10733805
5607,64.15301088
5989,49.94431877
17712,50.16452731
18799,49.61168078
5483,50.46255606
6157,50.41313578
5715,50.23357546
17814,56.81327866
17754,49.54805065
5375,50.17760353
17627,67.52033856
17654,65.37341088
5923,49.93306685
18348,49.50614835
18657,50.44921014
5262,50.21592219
18491,49.95367706
5851,68.70656736
17956,50.10206727
6270,50.15853611
5932,50.08734887
18323,49.97062505
5290,65.67118848
5434,49.87203138
17782,50.40488155
5836,49.89019231
5729,49.61483453
17780,50.00249482
17757,50.46181855
5197,49.78748001
18498,50.15910786
18832,69.10295328
18023,49.7330334
5435,49.96218175
18852,49.95429209
18254,50.08023596
18024,49.97873352
6194,49.41766853
18007,58.44153888
5473,63.05269824
5550,50.1331743
18451,67.66483392
6081,50.11000696
5506,49.4963295
18098,50.07232642
17952,49.56639906
5844,49.74308408
5692,50.08757111
5499,50.14585456
5145,50.28006899
18499,49.59403706
5084,49.89765467
6169,63.7878672
18758,49.97729224
18419,49.49811127
5838,49.55194683
5847,50.12192193
18869,49.54009436
5346,50.00970959
18885,50.01113479
5183,49.7949523
5818,50.04758493
5648,50.37006349
18390,63.5291424
18537,50.16162437
17954,49.78917466
17786,50.02599049
17636,50.18479042
17660,49.86235387
18221,49.57337802
5869,49.69912512
5656,49.32117576
5684,49.96208446
5141,49.27741015
6168,49.91787945
18908,49.97500374
5531,50.00756119
5680,64.81007424
5960,49.59740748
18065,49.44388107
18429,49.52434126
18793,49.88516529
5457,50.08444672
18356,50.11911597
17766,58.5108576
6066,50.19869634
18841,62.58744278
5549,66.25014624
5398,49.33481337
17904,50.0572508
18322,65.66825952
5119,49.9016027
5705,59.53892256
5977,50.17989232
18125,50.17047275
18080,49.77210346
5946,51.22552062
18677,50.0784491
6046,58.94160995
18317,49.56684672
5892,49.9853706
5300,50.10479269
5291,49.92892275
5819,49.1418625
18444,49.94176636
5294,60.89893632
6055,50.48468881
6064,49.40865539
18667,49.60911807
5541,50.06028767
5991,49.46069966
6244,63.58381632
5837,63.17669088
5827,50.02123234
18697,49.58064407
18146,58.09494528
5920,49.33764585
18111,49.93081337
17933,64.69975008
18607,49.76551238
18248,49.68250614
5831,49.16220552
5184,49.430657
17934,49.26323592
17746,49.63034679
6202,49.91071437
5199,49.2609983
5884,49.17614556
17728,49.71791189
5657,49.35288477
5144,49.59483399
6217,64.04463936
17677,49.59046753
6026,49.36621989
6233,49.75960608
5446,66.8876832
5962,49.98240368
18423,49.93636267
17715,59.70782592
17841,49.84484935
5800,49.80271857
6187,49.85904022
5361,62.7090336
5384,63.56136096
18797,49.61119046
18287,49.35315109
5558,50.18069525
18790,48.99696626
5771,49.9188316
5209,63.34657056
6243,49.63776403
18747,49.29363496
18587,63.63263232
5086,49.91675732
5443,49.51843264
5148,49.87891345
18649,49.21183698
6278,51.79072033
18204,49.73411767
5422,63.58479264
5467,49.88153325
17923,61.64289216
18320,64.656792
5094,49.7048525
6088,50.03341152
5429,49.8812355
5529,49.91764248
18218,50.10589291
5679,49.36230525
17913,49.17331001
18576,49.39719085
18724,49.47919227
6238,50.09380656
18637,49.60830387
18748,49.15406913
5252,65.9845872
18075,49.02464216
18222,49.46349319
5273,49.66228238
5886,49.76664739
6033,49.24539894
18291,49.63954389
5616,57.8079072
18166,50.1151758
17692,49.66963107
5219,49.92799601
5988,48.88854318
5504,49.35637276
18129,50.03241761
18440,59.52330144
18488,49.97712362
18131,50.01506093
18849,49.76114027
18162,49.95812172
18829,62.22184992
5156,49.46268574
18013,49.70877759
18804,49.47130276
17708,49.00234698
17795,49.78212376
5811,49.58535697
17936,49.07083714
5221,49.56997974
5845,48.87947392
18490,49.40908187
5126,49.65169991
18367,49.58722295
5767,63.92259936
5438,49.5661911
18746,49.3341159
18883,50.02894401
17822,49.64592839
5535,49.96260784
5447,49.14243684
5804,50.17774784
18729,49.00871973
18032,65.24453664
5570,49.32621847
18837,49.23800745
18690,49.337373
5245,48.62012039
6123,49.44518096
17916,49.60673987
18859,49.78596326
18232,49.53538892
5954,49.14764077
5308,49.72611229
18458,49.50271992
5813,49.81521966
5914,49.54697577
18561,49.75238693
18114,65.01119616
5590,49.83728629
17848,50.26984371
5309,49.35744201
5110,66.99703104
6192,49.85066557
5079,49.74924994
5640,49.28317427
18067,49.19460767
5695,49.37350972
18620,49.06537435
18215,58.46887584
5626,48.88994398
17720,49.2844391
18548,49.95891381
6280,62.65435968
18449,49.1177031
18450,49.72587626
18005,49.49028134
18831,48.85248783
18683,49.33216662
17764,49.35871763
5439,49.75919335
6322,49.66334605
18280,49.26045736
6172,49.44122688
18466,65.63896992
18359,49.69133974
18002,49.66380551
18334,65.92015008
6110,49.05764726
5486,49.43797104
5251,65.07563328
5919,49.66984381
6215,49.46878502
5812,63.08882208
18156,50.08612028
17650,49.60544936
18415,49.07854898
18160,50.10620509
5928,50.05797623
6056,61.04538432
18025,49.42717542
6054,49.550479
17681,49.55823595
17776,49.64817726
18133,49.631048
18708,49.5701826
5394,49.24311862
6119,49.69282482
5270,49.33791481
17959,49.19779682
5406,49.96046558
5950,49.38169852
18168,62.88770016
18029,49.47782872
6239,49.69157783
18467,58.93360416
17964,49.98480767
18656,49.11912709
18552,49.67329376
18079,49.18764728
18678,67.03217856
6039,49.42791492
18185,49.7175786
6203,49.61389207
5360,49.34847958
18909,49.05810299
18196,64.56013632
18632,49.24533861
18512,49.44013374
18034,55.97001994
5268,49.48933674
6223,49.51515957
18631,49.32843242
5373,49.31200866
18696,49.54791257
5789,49.78656026
18900,49.39014618
5681,49.19491732
18283,49.35723898
18847,60.70074336
5159,49.20153597
5551,63.1581408
18074,49.09534742
17784,49.71251553
5335,49.28722655
18903,49.52479527
18062,49.09995071
18630,49.61215882
5599,49.88024298
17999,49.40441078
5701,49.39490452
18827,49.99010553
17970,56.92140864
5419,49.0376599
18581,49.24705844
17861,62.55965664
5393,49.42811484
17806,63.73221696
6129,48.89611463
5161,61.17425856
17804,49.35260391
5780,49.49310427
5479,49.96685847
18086,49.60201859
6248,49.44795174
17798,49.45532008
18157,48.85797275
18272,49.13250703
18022,49.43628377
18770,49.37080512
5230,49.13511389
5565,65.88890784
18539,62.90820288
18167,49.57432445
5615,49.39964087
18307,49.40624412
5397,49.6672686
18102,49.12913503
18324,49.29170639
18099,64.26333504
18015,48.97957885
5481,48.67604842
18418,49.40444703
17831,49.38209283
6115,49.36358448
17982,49.03569897
18014,48.90645619
18779,49.42494855
18820,49.77530236
18558,49.01190098
18017,49.0860195
17837,49.3087834
5976,49.13368576
18306,49.14124863
6272,49.69064092
18331,61.21233504
5561,48.87265787
17669,49.51806783
18855,49.46067705
5528,48.96124902
18321,48.81294186
18172,48.98824128
18614,49.71667571
17748,49.37632249
17800,67.3075008
5945,49.37745296
18514,48.98087395
5644,49.19208451
5982,49.64259198
5288,58.01373841
6265,48.97985977
5840,49.26944558
17851,66.10857984
18246,49.60270077
6250,49.20163574
5214,49.40362779
18777,48.97353611
6001,49.32105303
5782,49.16763319
5484,49.31082539
5760,49.11814966
6218,49.2692685
5953,48.99925764
18577,49.03930629
6264,49.27694354
17770,48.91178323
18634,48.92849259
5938,49.56287029
6214,49.24366487
5324,48.90530306
18108,49.20433637
18469,49.66432894
18672,49.54628149
18480,61.62727104
18531,48.92570935
6180,62.20037088
5454,49.28986466
5364,68.11198848
18088,58.69928736
17922,49.19854929
6286,49.00498157
18456,49.72706676
17975,48.75180596
18397,48.84080487
5242,49.0627335
5244,48.90608306
18445,64.93797216
18281,49.32387069
5636,48.94039023
17957,49.58750892
18761,49.40415603
17990,49.39567384
5123,63.75955392
5801,49.3006059
6235,49.46244569
6108,65.1010176
5659,48.9053698
18503,64.9545696
5190,49.25825861
18711,49.41750609
18670,48.87309955
18814,48.99670408
18057,61.54623648
18751,49.28574998
18786,48.54222194
6150,49.12498468
18574,49.57265775
18506,49.04889384
18828,48.71369434
6069,49.40028433
5180,49.67943471
6166,49.14041373
17791,49.28082023
5113,59.66877312
17939,49.31163814
6259,49.43349392
17928,49.07290678
17624,66.26088576
17623,62.71977312
18477,49.29451698
17734,49.44038225
18275,48.96653349
17998,49.07353922
17992,48.61603791
5655,48.91628887
5969,49.6389376
5863,49.32899788
18803,48.86099907
5418,49.60829117
5850,48.78375272
5240,49.03522329
5672,48.82735083
6094,49.28013101
5293,49.37381506
5081,48.85224628
5537,48.9855478
5663,49.20480856
17790,49.15515163
6205,63.10053792
6198,48.98168807
5566,49.22587775
5742,59.53794624
6096,65.218176
6004,62.93553984
5092,59.47058016
18593,48.74576391
6177,49.29843182
5413,49.48225886
5917,49.32451519
5211,53.01669409
5848,49.20502954
17839,48.7577297
5553,49.27440228
18590,49.17485071
5451,69.15372192
6273,49.19967797
17641,48.94751499
5523,48.89346383
17749,64.63531296
6093,48.98360444
5440,49.24900446
18671,49.14866646
5743,62.57820672
17740,64.05342624
5153,48.76136795
17881,48.78615756
18256,64.99166976
18638,49.25747707
5396,48.98900733
17997,66.13982208
17687,49.09807017
18627,49.01672123
5277,55.02931753
18826,63.71757216
5719,48.94609159
5600,48.86308549
18112,61.86405335
5522,49.45396735
18089,67.38170112
5090,64.8374112
5124,49.27032735
18120,63.22062528
5557,49.17246405
5796,48.81076607
17937,48.79035252
18265,49.19415872
18878,48.73017519
5773,49.08684327
18091,49.23418485
5964,63.09858528
18019,66.731472
5133,48.78993643
6170,49.19523051
17803,49.31298839
5966,49.0345208
18124,48.9952382
18717,49.18855052
5243,48.85033945
17882,48.99175236
18533,48.72425771
18876,48.879075
18744,49.12606659
5278,48.88356783
5239,48.73365854
5358,63.485208
5574,50.05268115
5641,66.92380704
18186,63.46177632
17885,48.76540399
5939,48.64794735
5155,48.82000766
5412,63.65215872
17699,48.75709054
17640,63.1142064
18522,60.73979616
17905,49.03118778
5575,49.46298701
5569,62.20232352
5325,49.21314924
18703,49.28387706
17898,49.44026302
18351,49.2002312
18560,48.83038207
5372,48.88383534
17985,59.93335584
5186,48.81230656
5098,48.83077995
18063,49.12995763
6041,49.26744293
5638,48.84758391
18493,48.90970798
18216,49.36583284
18223,48.80724346
5694,48.61527213
5088,48.8874809
18621,48.87629618
5363,48.58514364
5943,69.44271264
5765,49.33802288
17870,48.89732139
5106,49.33511438
18004,59.71466016
17980,48.99844866
5385,65.33728704
5810,48.94163079
6236,49.29543381
18393,58.90477982
5721,48.69463432
18045,48.8929936
18335,48.80942305
18008,58.25896704
5468,49.20835694
18806,48.65361727
17819,49.32454332
5965,48.78365193
18230,48.60011891
5336,48.61786141
5577,49.30081605
18760,49.08985709
17860,56.19494455
18782,48.76227217
6072,68.05829088
17744,48.96200316
18519,48.81105765
17811,48.5121278
5445,48.65985045
5491,48.77673057
5992,49.1819402
5269,48.51243777
18608,48.68242594
5582,48.74278652
5961,48.80388394
18092,48.82310402
17830,48.64830814
17778,48.62701261
6036,48.67875427
17698,49.00754636
5286,49.27333287
18619,48.66215325
6242,48.55602573
5320,62.20329984
6149,62.77639968
18048,48.5731815
17852,48.5438518
6208,47.88508193
18363,47.31551559
5937,48.06747637
6007,47.17086186
5248,53.39061181
17691,47.25855663
5411,46.19336284
5533,45.47420125
5806,65.27577888
5867,47.47961274
5902,47.1376007
5465,66.32532288
5441,46.64916141
5279,46.62255972
17745,59.78788416
18795,62.1134784
18743,48.49087577
18193,67.30457184
5935,47.66114115
5222,47.5922709
5633,46.93417666
5326,46.22668857
6113,46.09917005
17914,45.51667298
18132,47.78692077
18199,47.57110141
6260,47.37266523
17893,47.0294312
5518,46.27973765
5568,64.02023136
5231,48.14523352
5926,48.58903338
6164,48.01047087
18126,48.0753397
17989,47.50864151
18368,61.0590528
5527,46.49393683
17785,46.94681237
5341,62.38489536
5979,62.3673216
17812,63.3826944
5492,48.41086281
5864,66.19059072
18566,63.96165216
18600,67.5808704
6301,46.13294577
17700,65.44370592
17630,46.7836831
5936,46.21752418
18725,48.25869291
5610,47.93468749
17775,63.8464464
17672,47.10451789
5340,67.58770464
18290,48.82318397
18249,66.12810624
17633,46.93806239
18392,47.21998026
18431,48.70696438
6185,48.83252938
6075,48.90399098
18860,46.99588035
6034,48.05947482
5322,62.44737984
5505,48.7825866
6017,48.81783906
5604,48.51725714
18784,48.73222995
17918,48.21678561
17854,48.53225065
5873,48.64586442
5462,48.67570565
17946,49.03775926
6146,63.66192192
18182,48.82140445
17945,48.19008399
18655,48.21296221
18435,48.11070866
18226,48.74942843
18895,48.38793111
5097,48.25180199
5871,48.32231567
18597,48.75073879
18520,62.62214112
6050,48.11983928
18645,47.73998809
5179,48.10327438
18564,48.24545453
5168,48.87939547
18666,47.81232932
5301,48.07229714
18109,48.64282673
6184,49.00361625
5635,66.08635367
6090,49.04222708
6000,48.65165234
5437,48.79560414
5775,48.75510511
5353,47.7806461
5985,48.62276802
17643,48.75598052
18864,47.63196028
5865,47.81536089
6139,61.59895776
5131,47.66988756
18346,48.67917152
18250,48.6442201
5078,48.57294883
5524,48.64574235
18800,48.26695582
5642,48.98548506
6163,48.58097077
6079,46.05868936
5450,48.91647564
6015,55.29974112
18433,47.76105054
18684,47.81613194
17887,48.50656877
5235,47.56852593
5877,47.60721945
18902,63.64532448
6209,47.39958987
5357,47.93460236
18289,48.02199512
18508,47.5230339
5337,47.49284339
5408,47.73281118
5940,48.62169556
18555,48.66044879
18844,47.87280632
6019,48.44069163
18834,48.2817984
5913,47.79666977
18161,47.69472805
18880,48.07938593
18434,48.10479836
18422,48.17020989
5448,48.28754077
5737,48.55338066
5990,47.74604874
5676,48.45651114
18484,48.01942112
18136,47.25246229
18037,47.4406716
6226,47.54606106
18389,48.1131187
18660,47.63268849
5718,48.36643195
18371,64.02511296
6147,47.94853546
5189,47.59121181
18583,48.62156112
5949,47.84089039
5267,64.9936224
5460,48.20161127
5487,47.38156843
18811,47.88083645
6268,47.41538691
18049,47.5178252
5082,47.1598296
17883,66.23061984
18754,60.99852096
18907,47.79275746
5916,47.48254469
5547,57.22894944
17621,47.92654755
5605,64.06904736
5366,64.25845344
18184,48.10512539
5774,62.13593376
5485,48.24881582
5416,65.28358944
18375,47.33710383
18338,48.1679952
5495,47.68450637
18396,47.89721853
18505,47.89178011
18386,47.32570524
5895,47.34727226
18056,47.80189402
5490,48.44842978
5906,47.76780131
5122,63.88354656
18378,60.63728256
18856,48.05632545
17797,60.31607328
17771,61.07955552
18224,47.68952407
17903,47.76689062
6309,47.30196106
18662,48.26455279
18263,47.77969574
18453,47.49786717
5830,48.04314827
17849,66.72756672
18268,47.74066422
17760,48.01898048
18187,47.19267438
5287,48.4091248
18471,47.26281921
6306,47.62737006
5591,48.27058538
5253,48.51332106
18759,47.92143396
18209,63.27334656
17666,47.93819094
18730,47.44323484
18235,62.31948192
5685,47.14103373
18862,47.80903958
18373,47.69584117
18874,47.04999717
18436,48.09813589
6116,47.97205992
17675,48.2147231
17637,47.33475689
17781,47.53202549
6003,63.15618816
17679,65.29823424
5880,47.86056174
18277,48.44828093
17655,47.5392401
6045,47.74129655
18483,47.34510648
18540,47.94393426
5802,47.31258879
5295,47.05961135
18891,47.31349004
18234,47.79459073
5874,68.4302688
5876,47.32787944
17835,57.03263957
17642,47.95279536
18644,67.57305984
18152,47.8921721
5597,47.25357582
5202,48.05634935
17977,47.8654365
5793,47.27278465
18206,48.4412439
18604,47.71630261
5691,47.87239431
6216,64.83643488
5272,47.78489855
18213,47.19202334
17829,47.76714851
6029,47.8446239
18734,47.19020215
17988,63.4998528
5095,48.22742256
18815,48.08693495
5115,47.88933075
17855,47.03940198
5777,67.04096544
5647,47.37855128
5894,62.53720128
5167,47.09691758
18888,48.0480121
6152,48.07672909
18624,47.87036315
17995,47.52410095
18259,47.39595736
17979,48.08357776
18381,47.96404975
18824,46.88239597
17620,46.63564837
5878,47.31610238
6118,47.82280738
5377,64.19282683
6230,47.40933716
18140,47.55396426
18468,48.019757
5304,47.8299086
5736,64.55818368
5125,46.78778528
18629,60.40394208
18200,47.39332195
